acid,epoxide,tg_pred,pca1,pca2
Cc1cc2c(C(=O)O)cc(NC(=O)c3ccc(NC(=O)C4(C(=O)O)Cc5ccccc5C4)c(C)c3)cc2[nH]1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1cccc(NC(=O)c2cnc3c(c2)CCCCC3)c1,516.5225,-4.8018,-2.7393
O=C(Nc1cc(C(=O)O)cc(C(=O)O)c1)C(=O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C(Nc1cccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1)c1cccnc1,516.4321,-5.4279,-3.2828
O=C(O)CCN(C(=O)c1ccc(C(=O)Nc2ccc(C(=O)O)cc2)cc1)c1ccccc1,O=C(Nc1c(NC(=O)c2ccccc2)c(NC(=O)c2ccccc2)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c(NC(=O)c2ccccc2)c1NC(=O)c1ccccc1)c1ccccc1,516.4050,-4.9443,-2.8525
O=C(O)C(=O)c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C(=O)O)cc3)nc2)cc1,O=C(NC(=O)c1ccccc1)C(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)cc1,516.3217,-4.1792,-2.5482
O=C(O)CC(=O)Nc1cccc2[nH]c(C(=O)C3(C(=O)O)CCCCC3)cc12,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1cccc(NC(=O)c2cccnc2NC(=O)c2ccccc2)c1,516.3027,-4.3593,-2.4682
O=C(O)CC(=O)Nc1cc(C(=O)Nc2ccc(C(=O)O)c(NC(=O)c3ccccc3)c2)cc2cc[nH]c12,O=C(Nc1cc(OCC2CO2)ccc1C(=O)Nc1ccccc1)c1ccc(NC(=O)c2cccc(OCC3CO3)n2)cc1,516.2862,-4.4611,-3.1666
O=C(Nc1ccc(C(=O)O)c(C(=O)O)c1)C(=O)Nc1cccc2c1C(=O)c1ccccc1C2=O,O=C(Nc1ccc(C(=O)Nc2cc(OCC3CO3)cc(OCC3CO3)c2C(=O)Nc2ccccc2)cc1)c1cccnc1,516.2218,-5.0942,-2.3088
O=C(O)c1ccc(C(=O)Nc2ccc(C(=O)NC3(C(=O)O)Cc4ccccc4C3)cc2)cc1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccc(NC(=O)c2ccccc2)nc1,516.2175,-4.6741,-2.6610
Cc1cc(NC(=O)C(=O)Nc2cccc(C(=O)Nc3ccc(C(=O)O)c4[nH]ccc34)c2C)ccc1C(=O)O,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccc(NC(=O)c2cccnc2)cc1,516.1447,-5.0694,-2.3954
O=C(O)c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C(=O)O)cc3)nc2)cc1,O=C(NC(=O)c1cccnc1)Nc1ccc(C(=O)Nc2cccc(C(=O)Nc3ccc(OCC4CO4)cc3)c2)c(OCC2CO2)c1,516.1309,-4.7022,-3.4601
O=C(O)c1cccc(C(=O)Nc2ccc(NC(=O)c3cccc(C(=O)O)c3)nc2)c1,O=C(Nc1ccc(C(=O)Nc2ccc3oc(=O)ccc3c2)c(OCC2CO2)c1)c1ccc(OCC2CO2)nc1,516.0807,-4.6440,-2.5727
O=C(O)c1ccc(NC(=O)c2cccc(NC(=O)C3(C(=O)O)Cc4ccccc4C3)c2)cc1,O=C(Nc1ccc(C(=O)Nc2ccc(OCC3CO3)cc2C(=O)NC2CC2)cc1)c1ccc(OCC2CO2)nc1,516.0373,-4.3253,-2.6032
O=C(O)C(=O)Nc1cccc(C(=O)NC2(C(=O)O)Cc3ccccc3C2)c1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C(=O)Nc1ccc2[nH]c(=O)ccc2c1,516.0061,-4.7765,-3.2848
O=C(O)c1ccc(C(=O)c2ccc(NC(=O)c3ccc(NC(=O)c4ccccc4)c(C(=O)O)c3)cc2)cc1,O=C(Nc1ccc(C(=O)NC2CC2)cc1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,515.9525,-4.5682,-2.9851
CC(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)O)c(C(=O)O)c2)cc1,O=C(O)Nc1c(O)c(NC(=O)O)c(NC(=O)c2ccccc2)c(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1NC(=O)c1ccccc1,515.9323,-5.0863,-2.7204
O=C(O)CC(=O)Nc1ccc2c(c1)C(C(=O)Nc1ccccc1C(=O)O)C(=O)C(=O)C2=O,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccc(NC(=O)C2CC2)nc1,515.9155,-4.5629,-2.3685
O=C(O)c1ccc(C(=O)Nc2ccc(C(=O)O)c(NC(=O)c3ccc4c(c3)CCC4)c2)cc1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C(=O)Nc1ccc2[nH]c(=O)ccc2c1,515.8958,-5.1609,-3.3051
O=C(Nc1cc2c(=O)c(=O)c(=O)c(=O)c2c2c1CCCC2=O)c1ccc(C(=O)O)c(C(=O)O)c1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccc(NC(=O)C2CC2)nc1,515.8137,-4.5425,-2.3762
O=C(Nc1cc(C(=O)O)cc(C(=O)O)c1)C(=O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C(Nc1cccc(C(=O)Nc2ccc(OCC3CO3)cc2C(=O)N2CCCC2)c1)c1ccc(OCC2CO2)nc1,515.6829,-5.1132,-2.8550
O=C(O)C(=O)c1ccc(NC(=O)C2(C(=O)Nc3ccc(C(=O)O)cc3)Cc3ccccc3C2)cc1,O=C(Nc1ccc(C(=O)Nc2cc(C(=O)Nc3ccccc3)ccc2OCC2CO2)cc1)c1cncc(OCC2CO2)c1,515.6577,-4.5258,-3.1741
O=C(O)c1ccc(C(=O)Nc2c(C(=O)O)c3c(=O)c(=O)c(=O)c(=O)c3c3c(=O)c(=O)c(=O)c(=O)c23)cc1,CC(=O)NC(=O)c1cc(NC(=O)c2ccc(OCC3CO3)cc2OCC2CO2)ccc1C,515.5403,-4.5865,-2.7404
O=C(O)c1ccc(NC(=O)c2ccc(C(=O)Nc3cccc(C(=O)O)c3)nc2)cc1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C(=O)Nc1ccc2[nH]c(=O)ccc2c1,515.1438,-5.0904,-2.9529
O=C(O)c1ccc(C(=O)Nc2ccc(C(=O)O)c3c(=O)c(=O)c(=O)c(=O)c23)c(O)c1,O=C(Nc1ccccc1C(=O)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C(=O)C1CC1,514.9685,-4.7666,-2.5395
O=C(Nc1cc2ccccc2c2c(=O)c(=O)c(=O)c(=O)c12)c1ccc(C(=O)O)c(C(=O)O)c1,O=C(Nc1ccc(OCC2CO2)cc1)c1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(OCC4CO4)cc3)nc2)cc1,514.9396,-4.3924,-2.9314
O=C(O)CC(=O)Nc1ccc2cc(C(=O)NC3(C(=O)O)CCCCC3)cnc2c1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1cccc(NC(=O)c2cccnc2NC(=O)c2ccccc2)c1,514.8976,-4.7214,-2.5034
O=C(O)c1ccc(C(=O)Nc2ccc(-n3c(=O)c(=O)c(=O)c(=O)c3=O)c(-n3c(=O)c(=O)c(=O)c(=O)c3=O)c2C(=O)O)c(O)c1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C(=O)N1CCN(C(=O)c2ccccc2)CC1,514.8415,-4.8355,-2.8603
O=C(Nc1ccc(C(=O)O)c(C(=O)O)c1)C(=O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,O=C(Nc1ccc2oc(=O)ccc2c1)c1ccc(NC(=O)c2c(OCC3CO3)cccc2OCC2CO2)cc1,514.8167,-5.3509,-1.8749
O=C(O)C(=O)Nc1ccc(C2(NC(=O)c3ccc(C(=O)O)cc3)CCCCC2)cc1,O=C(Nc1cccc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1)c1ccc(NC(=O)c2ccccc2)nc1,514.7522,-4.8669,-2.3779
O=C(O)CCN(CCC(=O)O)C(=O)c1c(NC(=O)NC2CCC(c3ccccc3)CC2)c(NC(=O)NC2CCC(c3ccccc3)CC2)c(NC(=O)NC2CCC(c3ccccc3)CC2)c(NC(=O)NC2CCC(c3ccccc3)CC2)c1NC(=O)NC1CCC(c2ccccc2)CC1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)c1ccccc1NC(=O)C1CC1,514.7377,-4.8994,-2.5512
O=C(O)C(=O)c1ccc(NC(=O)C2(C(=O)Nc3ccc(C(=O)O)cc3)CCC(c3ccccc3)CC2)cc1,O=C(Nc1ccc(C(=O)Nc2cc(C(=O)Nc3ccccc3)ccc2OCC2CO2)cc1)c1cncc(OCC2CO2)c1,514.7176,-4.3355,-3.1054
O=C(O)c1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(C(=O)O)cc3)c2)cc1,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C(=O)Nc1ccccc1NC(=O)c1cc(NC(=O)c2ccccc2)ccn1,514.7098,-5.0369,-3.2544
O=C(O)Cc1cccc(NC(=O)Nc2cc(C(=O)O)c(C(=O)n3c(=O)c(=O)c(=O)c(=O)c3=O)c(C(=O)n3c(=O)c(=O)c(=O)c(=O)c3=O)c2C(=O)n2c(=O)c(=O)c(=O)c(=O)c2=O)c1,O=C(Nc1ccc(OCC2CO2)cc1)c1ccc(NC(=O)c2ccc(OCC3CO3)nc2)cc1,514.7020,-4.1710,-2.3253
O=C(Nc1ccc(C(=O)Nc2ccccc2)cc1)Nc1ccc(C(=O)Nc2ccc(C(=O)Nc3cccc(C(=O)O)c3)cc2)cc1C(=O)O,O=C(Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1)C(=O)N1CCN(C(=O)c2ccccc2)CC1,514.6907,-5.3611,-2.4217
O=C(O)c1ccc(C(=O)Nc2ccc3c(c2)CC(=O)C(NC(=O)c2ccccc2)(C(=O)O)C3=O)cc1,O=C(Nc1ccnc(C(=O)Nc2ccc(C(=O)N(CC3CO3)CC3CO3)cc2)c1)c1ccccc1,514.6558,-4.6609,-2.1084
O=C(O)CC(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)O)c(-n3c(=O)oc4ccccc43)c2)cc1,O=C(Nc1ccc(C(=O)NC2CC2)cc1)Nc1ccc(C(=O)N(CC2CO2)CC2CO2)cc1,514.6140,-4.5559,-2.8482
